ball,score,commentary
42.5,2,"Pradeep to Hope, 2 runs, length on the pads, Hope flicks it away to deep square leg for a couple"
42.4,0,"Pradeep to Hope, no run, full outside off, opens the face and drives to point"
42.3,1,"Pradeep to Holder, 1 run, length around off, Holder squeezes it away off a thick edge towards point and comes through for a quick single"
42.2,0,"Pradeep to Holder, no run, length outside off, back and across and defends"
42.1,1,"Pradeep to Hope, 1 run, length on the pads, Hope works it towards midwicket to bring up his 9th ODI hundred, first against Sri Lanka and sixth in Asia"
41.6,7,"Udana to Pollard, OUT, short one, it's quick one, Pollard goes for the pull but is late on it, top edges it high in the air towards fine leg where Sandakan takes a tumbling catch after not looking entirely comfortable under it, probably unsure where the line was, but hangs on.. Massive, massive boost for Sri Lanka"
41.5,1,"Udana to Hope, 1 run, length on the pads, tickles it to fine-leg to move to 99"
41.4,0,"Udana to Hope, no run, slower one on the pads, can't beat midwicket"
41.3,0,"Udana to Hope, no run, length on middle and leg, tucking him up, defended back to the bowler"
41.2,1,"Udana to Pollard, 1 run, slower short one around the hip, helps it along to fine-leg for one"
41.1,1,"Udana to Hope, 1 run, length on the pads, flicked through square leg for one"
40.6,6,"PWH de Silva to Pollard, SIX runs, in the slot, juicy half volley asking to be hit and Pollard obliges in style, extends his arms and goes high and handsome over long-off"
40.5,0,"PWH de Silva to Pollard, no run, full on middle, defended"
40.4,1,"PWH de Silva to Hope, 1 run, full on middle, defended"
40.3,0,"PWH de Silva to Hope, no run, pushed to deep cover for one"
40.2,1,"PWH de Silva to Pollard, 1 run, "
40.1,1,"PWH de Silva to Hope, 1 run, full outside off, Pollard was shaping to go big but had to drag it across a little, one to long-on"
39.6,1,"Udana to Hope, 1 run, short and wide of off stump, slower ball again. Cut that to the offside sweeper for a single."
39.5,0,"Udana to Hope, no run, length ball on around off stump, hit into the legside, but midwicket cleans that up"
39.4,1,"Udana to Pollard, 1 run, bouncer first up! Surprises Pollard a bit to. He arches his back, takes his eyes off, and seems to only get a glove to it. It dribbles away on the legside"
39.3,7,"Udana to Pooran, OUT, The slower ball has done it for Udana! Back of the hand again, with a little bit of side spin to boot. Pooran was waiting forever for this one, which pitched on a length outside off stump. He tried to lift it over cover, but could only hit it low to the fielder. No power in that shot. Karunaratne takes a good catch to his left."
39.2,1,"Udana to Hope, 1 run, short-ish and pulled down into the vacant midwicket area for a single."
39.1,1,"Udana to Pooran, 1 run, full toss on the pads. Pooran can only get this slightly wide of midwicket, who dives. A fumble allows a single."
39.1,1,"Udana to Pooran, 1 wide, back of the hand slower ball, but a badly misdirected one. Dribbles away past the tram lines on the offside and that's a clear wide."
38.6,1,"PWH de Silva to Pooran, 1 run, gets the reverse-sweep out, but this ball is flat and he doesn't quite connect as he wants to. Gets it into the gap around square leg though, and takes a single to retain strike."
38.5,0,"PWH de Silva to Pooran, no run, fired in full, pushed down the ground again"
38.4,0,"PWH de Silva to Pooran, no run, full and on the stumps, driven to mid on"
38.3,2,"PWH de Silva to Pooran, 2 runs, flatter, shorter and legisde-ish. Paddled down to deep square leg where Thisara does well to prevent a boundary"
38.2,0,"PWH de Silva to Pooran, no run, tossed up on the stumps again, check-driven back down the ground, and Hasaranga gets a hand to it. No time for a single"
38.1,1,"PWH de Silva to Hope, 1 run, floated up on middle stump, Hope turns it to leg and gets it wide enough of midwicket to get a single"
37.6,4,"Udana to Pooran, FOUR runs, Full and outside off stump, Pooran steps out and drills this through the covers for his first boundary"
37.5,1,"Udana to Hope, 1 run, shorter, but closer into the stumps this time. Hope runs it down to third man."
37.4,4,"Udana to Hope, FOUR runs, short and wide of off stump and flayed away beautifully behind point. Hope's batting too well to miss out on those."
37.3,0,"Udana to Hope, no run, length ball outside off stump, 128kph. Seemed to get a tiny bit of movement off the pitch, and it beats Hopes' push."
37.2,0,"Udana to Hope, no run, back of the hand slower ball, pitching on a length, on the stumps. Hope just defends."
37.1,1,"Udana to Pooran, 1 run, full delivery, on the stumps, whipped away to the legside sweeper"
36.6,1,"PWH de Silva to Pooran, 1 run, floated up again, but this time on leg stump, and Pooran sweeps to deep square leg for one"
36.5,0,"PWH de Silva to Pooran, no run, tossed up around off stump and straightening, pushed to mid off"
36.4,1,"PWH de Silva to Hope, 1 run, floated up, punched to the sweeper cover"
36.3,1,"PWH de Silva to Pooran, 1 run, length ball, straightening from around middle, pulled away to the midwicket sweeper for one"
36.2,1,"PWH de Silva to Hope, 1 run, "
36.1,0,"PWH de Silva to Hope, no run, flatter and tighter into the stumps. Hope opens the face and gets it fine enough of point this time to enable a single"
35.6,7,"Pradeep to Chase, OUT, timber! Pradeep has deserved that. Though it's not a particularly great ball that gets him the wicket. This is a length ball, pushed through outside off stump. Chase tries to smack this over the top of the offside infield, but can only get an inside edge that ricochets on to middle stump. A little relief for SL, just as it looked like these two were ready to accelerate."
35.5,1,"Pradeep to Hope, 1 run, driven to mid off."
35.4,1,"Pradeep to Chase, 1 run, shortish and wide of off stump. Chase cuts this down to third man, where Hasaranga covers some good ground and cuts it off"
35.3,0,"Pradeep to Chase, no run, length ball again, pushed into the offside again"
35.2,0,"Pradeep to Chase, no run, length ball outside off, pushed int the infield"
35.1,1,"Pradeep to Hope, 1 run, short ball, angled in slightly. Hope tries to turn this into the legside off his hip, but the ball lobs into the air off his leading edge. The fielder at short cover can't do much though, as it floats over his head. Pradeep is keeled over in frustration. The batsmen take one."
34.6,4,"PWH de Silva to Chase, FOUR runs, too short, and Chase rocks back to launch this high over the infield. Bounces once or twice before reaching the deep midwicket boundary."
34.5,0,"PWH de Silva to Chase, no run, floated up, not turning as far as Chase expects. He tries to punch this through the offside and instead gets an inside edge that sends the ball towards short fine leg"
34.4,1,"PWH de Silva to Hope, 1 run, slower, pitched on middle and straightening, Hope punches this to the sweeper-cover"
34.3,0,"PWH de Silva to Hope, no run, floated in towards the pads, Hope defends"
34.2,1,"PWH de Silva to Chase, 1 run, floated up, gripping slightly, unfussily knocked toward long on for one"
34.1,1,"PWH de Silva to Hope, 1 run, flatter delivery outside off stump, turning away. Cut away to the offside sweeper"
33.6,1,"Pradeep to Hope, 1 run, length on the pads, turned fine on the legside for a single"
33.5,1,"Pradeep to Chase, 1 run, slower ball, just outside off stump, punched towards deep cover for one"
33.4,0,"Pradeep to Chase, no run, short of a lenght outside off stump, Chase flays at this wide one but can't connect"
33.3,4,"Pradeep to Chase, FOUR runs, didn't quite get hold of that, but made enough of a connection to get a boundary. This is short of a length and quite wide of off stump, but Chase fetched it with a cross batted slog, and got it aerially towards the midwicket boundary. Not the nicest looking boundary, but he knew he was hitting into space"
33.2,1,"Pradeep to Hope, 1 run, rib high, bouncer. Hope gets nicely inside the line and pulls this to deep square leg"
33.1,1,"Pradeep to Chase, 1 run, single to mid on"
32.6,4,"DM de Silva to Hope, FOUR runs, super shot. Comes down the track and smashes de Silva back over his head for four. Long on can't get there."
32.5,1,"DM de Silva to Chase, 1 run, fuller and leg-side ish. Chase gets outside the line and punches it past the bowler for a single"
32.4,1,"DM de Silva to Hope, 1 run, shorter length, flatter. Pushed easily to long on for another one."
32.3,0,"DM de Silva to Hope, no run, floated up, pitching on middle, Defended by Hope."
32.2,1,"DM de Silva to Chase, 1 run, flat on leg stump, clipped to deep midwicket. They think about a second but the fielder is too quick to the ball"
32.1,1,"DM de Silva to Hope, 1 run, flat on leg stump, Hope shuffles forward and punches this down to long on"
31.6,0,"Pradeep to Chase, no run, length ball on off stump, driven straight to Mathews at mid off. End of a quiet over for SL."
31.5,1,"Pradeep to Hope, 1 run, short of a length outside off stump. Hope opens the face and runs it down to third man"
31.4,0,"Pradeep to Hope, no run, bouncer, just outside off stump. Hope ducks beneath it."
31.3,0,"Pradeep to Hope, no run, length ball, outside off stump. Pushes this down the pitch. Some tight bowling to start this over from Pradeep."
31.2,0,"Pradeep to Hope, no run, shorter and into the body again. Hope turns it straight to midwicket once more."
31.1,0,"Pradeep to Hope, no run, Length ball into the body, hit towards midwicket"
30.6,1,"Sandakan to Hope, 1 run, flatter, pitching around middle stump. Hope comes down the pitch and knocks it down to long on."
30.5,1,"Sandakan to Chase, 1 run, straighter, flatter and worked into the midwicket region for one"
30.4,6,"Sandakan to Chase, SIX runs, too full, too juicy, and punished. This is tossed up wide of the off stump, right into Chase's arc. He opens the shoulders and launches it over cover, and it carries just over the line for six"
30.3,0,"Sandakan to Chase, no run, full and on the stumps, CHase tries to whip this to leg but misses"
30.2,0,"Sandakan to Chase, no run, floated up again, and straightening slightly. Pushed into the offside infield"
30.1,1,"Sandakan to Hope, 1 run, Floated up wide of off stump. Hope runs down the pitch and tries to drill it past Mathews at mid off, but Mathews des well and keeps it to a single"
29.6,1,"NLTC Perera to Hope, 1 run, full around off, driven to deep cover one"
